USER,AGE,GENDER,COUNTRY,ENGLISH,EDUCATION,GLASSES,DODGYEYES,TOPIC,DIFF,VIS,TREL,SIZE,IMAGE,urel,mental,physical,temp,perf,effort,frust,time,viewdoc,viewtopic
0,34,male,Irish,5,pg,no-glasses,,38,medium_hard,medium_visual,0,sml,16/16009,0,70,50,60,30,70,50,1992,0,0
0,34,male,Irish,5,pg,no-glasses,,38,medium_hard,medium_visual,0,lrg,26/26318,0,70,50,60,30,70,50,1699,0,0
1,43,male,Italian,4,staff,yes-glasses,,55,difficult,visual,1,lrg,16/16205,2,45,45,45,90,50,40,6811,1,0
1,43,male,Italian,4,staff,yes-glasses,,55,difficult,visual,1,sml,14/14468,2,45,45,45,90,50,40,2292,0,0
1,43,male,Italian,4,staff,yes-glasses,,55,difficult,visual,0,lrg,01/1243,0,45,45,45,90,50,40,2420,0,0
1,43,male,Italian,4,staff,yes-glasses,,55,difficult,visual,0,med,Mar-16,0,45,45,45,90,50,40,2773,0,0
1,43,male,Italian,4,staff,yes-glasses,,55,difficult,visual,0,sml,Sep-11,0,45,45,45,90,50,40,2357,0,0
1,43,male,Italian,4,staff,yes-glasses,,55,difficult,visual,1,med,13/13606,2,45,45,45,90,50,40,5920,0,0
1,43,male,Italian,4,staff,yes-glasses,,35,easy,visual,0,sml,30/30269,0,50,45,45,90,50,45,5433,1,0
1,43,male,Italian,4,staff,yes-glasses,,35,easy,visual,1,lrg,13/13183,2,50,45,45,90,50,45,2790,0,0
1,43,male,Italian,4,staff,yes-glasses,,35,easy,visual,0,med,35/35603,0,50,45,45,90,50,45,2678,0,0
1,43,male,Italian,4,staff,yes-glasses,,35,easy,visual,0,lrg,40/40624,0,50,45,45,90,50,45,2710,0,0
1,43,male,Italian,4,staff,yes-glasses,,35,easy,visual,1,sml,26/26912,2,50,45,45,90,50,45,2295,0,0
1,43,male,Italian,4,staff,yes-glasses,,35,easy,visual,1,med,Jun-24,2,50,45,45,90,50,45,4591,0,0
1,43,male,Italian,4,staff,yes-glasses,,28,medium_hard,semantic,0,sml,May-01,0,50,45,50,85,50,45,8387,1,0
1,43,male,Italian,4,staff,yes-glasses,,28,medium_hard,semantic,1,med,20/20484,0,50,45,50,85,50,45,5512,0,0
1,43,male,Italian,4,staff,yes-glasses,,28,medium_hard,semantic,0,med,01/1226,0,50,45,50,85,50,45,3256,0,0
1,43,male,Italian,4,staff,yes-glasses,,28,medium_hard,semantic,1,sml,Jun-46,2,50,45,50,85,50,45,2408,0,0
1,43,male,Italian,4,staff,yes-glasses,,28,medium_hard,semantic,1,lrg,25/25248,2,50,45,50,85,50,45,2975,0,0
1,43,male,Italian,4,staff,yes-glasses,,28,medium_hard,semantic,0,lrg,22/22963,0,50,45,50,85,50,45,2958,0,0
1,43,male,Italian,4,staff,yes-glasses,,17,easy,medium_visual,0,sml,30/30671,0,45,45,40,90,45,35,5872,1,0
1,43,male,Italian,4,staff,yes-glasses,,17,easy,medium_visual,1,lrg,Mar-10,2,45,45,40,90,45,35,3041,0,0
1,43,male,Italian,4,staff,yes-glasses,,17,easy,medium_visual,0,lrg,10/10995,0,45,45,40,90,45,35,2537,0,0
1,43,male,Italian,4,staff,yes-glasses,,17,easy,medium_visual,1,sml,30/30667,2,45,45,40,90,45,35,2677,0,0
1,43,male,Italian,4,staff,yes-glasses,,17,easy,medium_visual,0,med,38/38832,0,45,45,40,90,45,35,2321,0,0
1,43,male,Italian,4,staff,yes-glasses,,17,easy,medium_visual,1,med,10/10639,2,45,45,40,90,45,35,2449,0,0
1,43,male,Italian,4,staff,yes-glasses,,24,difficult,medium_visual,1,lrg,37/37193,2,50,45,50,80,45,45,6576,1,0
1,43,male,Italian,4,staff,yes-glasses,,24,difficult,medium_visual,0,med,38/38093,0,50,45,50,80,45,45,2193,0,0
1,43,male,Italian,4,staff,yes-glasses,,24,difficult,medium_visual,1,sml,37/37374,2,50,45,50,80,45,45,4400,0,0
1,43,male,Italian,4,staff,yes-glasses,,24,difficult,medium_visual,0,sml,24/24068,0,50,45,50,80,45,45,2687,0,0
1,43,male,Italian,4,staff,yes-glasses,,24,difficult,medium_visual,0,lrg,38/38135,0,50,45,50,80,45,45,2942,0,0
1,43,male,Italian,4,staff,yes-glasses,,24,difficult,medium_visual,1,med,34/34131,0,50,45,50,80,45,45,3637,0,0
1,43,male,Italian,4,staff,yes-glasses,,39,very_difficult,medium_visual,0,lrg,14/14453,0,60,45,50,80,45,45,7381,1,0
1,43,male,Italian,4,staff,yes-glasses,,39,very_difficult,medium_visual,0,med,30/30981,0,60,45,50,80,45,45,2742,0,0
1,43,male,Italian,4,staff,yes-glasses,,39,very_difficult,medium_visual,1,med,23/23745,2,60,45,50,80,45,45,3006,0,0
1,43,male,Italian,4,staff,yes-glasses,,39,very_difficult,medium_visual,1,sml,20/20260,0,60,45,50,80,45,45,3318,0,0
1,43,male,Italian,4,staff,yes-glasses,,39,very_difficult,medium_visual,1,lrg,Aug-82,2,60,45,50,80,45,45,2628,0,0
1,43,male,Italian,4,staff,yes-glasses,,39,very_difficult,medium_visual,0,sml,13/13046,0,60,45,50,80,45,45,3637,0,0
1,43,male,Italian,4,staff,yes-glasses,,4,very_difficult,semantic,0,lrg,33/33499,0,55,45,50,80,55,50,6964,1,0
1,43,male,Italian,4,staff,yes-glasses,,4,very_difficult,semantic,0,med,27/27639,0,55,45,50,80,55,50,2577,0,0
1,43,male,Italian,4,staff,yes-glasses,,4,very_difficult,semantic,1,med,10/10960,2,55,45,50,80,55,50,4146,0,0
1,43,male,Italian,4,staff,yes-glasses,,4,very_difficult,semantic,0,sml,Mar-06,2,55,45,50,80,55,50,4239,0,0
1,43,male,Italian,4,staff,yes-glasses,,4,very_difficult,semantic,1,sml,22/22199,2,55,45,50,80,55,50,2618,0,0
1,43,male,Italian,4,staff,yes-glasses,,4,very_difficult,semantic,1,lrg,16/16980,2,55,45,50,80,55,50,3536,0,0
1,43,male,Italian,4,staff,yes-glasses,,57,easy,semantic,1,sml,38/38870,2,40,35,40,90,40,35,5929,1,0
1,43,male,Italian,4,staff,yes-glasses,,57,easy,semantic,0,med,30/30535,0,40,35,40,90,40,35,2385,0,0
1,43,male,Italian,4,staff,yes-glasses,,57,easy,semantic,0,lrg,15/15300,0,40,35,40,90,40,35,3419,0,0
1,43,male,Italian,4,staff,yes-glasses,,57,easy,semantic,1,med,38/38871,0,40,35,40,90,40,35,4328,0,0
1,43,male,Italian,4,staff,yes-glasses,,57,easy,semantic,0,sml,40/40425,0,40,35,40,90,40,35,2280,0,0
1,43,male,Italian,4,staff,yes-glasses,,57,easy,semantic,1,lrg,38/38874,2,40,35,40,90,40,35,3282,0,0
1,43,male,Italian,4,staff,yes-glasses,,46,difficult,semantic,1,lrg,35/35765,2,60,45,55,75,55,60,7665,1,0
1,43,male,Italian,4,staff,yes-glasses,,46,difficult,semantic,1,med,30/30482,2,60,45,55,75,55,60,6059,0,0
1,43,male,Italian,4,staff,yes-glasses,,46,difficult,semantic,0,lrg,13/13402,0,60,45,55,75,55,60,3045,0,0
1,43,male,Italian,4,staff,yes-glasses,,46,difficult,semantic,0,sml,17/17465,0,60,45,55,75,55,60,2168,0,0
1,43,male,Italian,4,staff,yes-glasses,,46,difficult,semantic,0,med,27/27221,0,60,45,55,75,55,60,2951,0,0
1,43,male,Italian,4,staff,yes-glasses,,46,difficult,semantic,1,sml,35/35890,0,60,45,55,75,55,60,2250,0,0
1,43,male,Italian,4,staff,yes-glasses,,15,medium_hard,visual,0,lrg,32/32796,0,45,40,40,85,40,35,5834,1,0
1,43,male,Italian,4,staff,yes-glasses,,15,medium_hard,visual,0,med,16/16381,0,45,40,40,85,40,35,2165,0,0
1,43,male,Italian,4,staff,yes-glasses,,15,medium_hard,visual,0,sml,32/32844,0,45,40,40,85,40,35,2571,0,0
1,43,male,Italian,4,staff,yes-glasses,,15,medium_hard,visual,1,med,Apr-12,2,45,40,40,85,40,35,2557,0,0
1,43,male,Italian,4,staff,yes-glasses,,15,medium_hard,visual,1,sml,18/18505,2,45,40,40,85,40,35,2214,0,0
1,43,male,Italian,4,staff,yes-glasses,,15,medium_hard,visual,1,lrg,19/19031,2,45,40,40,85,40,35,2669,0,0
1,43,male,Italian,4,staff,yes-glasses,,58,medium_hard,medium_visual,0,sml,Apr-24,0,40,40,40,85,40,35,5427,1,0
1,43,male,Italian,4,staff,yes-glasses,,58,medium_hard,medium_visual,1,med,Jul-13,0,40,40,40,85,40,35,2300,0,0
1,43,male,Italian,4,staff,yes-glasses,,58,medium_hard,medium_visual,1,lrg,31/31188,2,40,40,40,85,40,35,3202,0,0
1,43,male,Italian,4,staff,yes-glasses,,58,medium_hard,medium_visual,1,sml,31/31184,2,40,40,40,85,40,35,2487,0,0
1,43,male,Italian,4,staff,yes-glasses,,58,medium_hard,medium_visual,0,lrg,39/39566,0,40,40,40,85,40,35,2662,0,0
1,43,male,Italian,4,staff,yes-glasses,,58,medium_hard,medium_visual,0,med,25/25484,0,40,40,40,85,40,35,2273,0,0
2,32,male,German,4,staff,yes-glasses,,17,easy,medium_visual,0,sml,11/11445,0,15,15,20,75,45,50,7864,1,0
2,32,male,German,4,staff,yes-glasses,,17,easy,medium_visual,1,lrg,25/25960,2,15,15,20,75,45,50,2682,0,0
2,32,male,German,4,staff,yes-glasses,,17,easy,medium_visual,0,lrg,Apr-63,0,15,15,20,75,45,50,2167,0,0
2,32,male,German,4,staff,yes-glasses,,17,easy,medium_visual,1,sml,Apr-27,2,15,15,20,75,45,50,4051,0,0
2,32,male,German,4,staff,yes-glasses,,17,easy,medium_visual,1,med,31/31090,2,15,15,20,75,45,50,2767,0,0
2,32,male,German,4,staff,yes-glasses,,17,easy,medium_visual,0,med,13/13451,0,15,15,20,75,45,50,2406,0,0
2,32,male,German,4,staff,yes-glasses,,55,difficult,visual,1,sml,Aug-23,2,25,30,25,35,45,35,6488,1,0
2,32,male,German,4,staff,yes-glasses,,55,difficult,visual,1,med,13/13331,2,25,30,25,35,45,35,3451,0,0
2,32,male,German,4,staff,yes-glasses,,55,difficult,visual,1,lrg,May-76,2,25,30,25,35,45,35,3088,0,0
2,32,male,German,4,staff,yes-glasses,,55,difficult,visual,0,lrg,31/31899,0,25,30,25,35,45,35,2173,0,0
2,32,male,German,4,staff,yes-glasses,,55,difficult,visual,0,sml,16/16650,0,25,30,25,35,45,35,2899,0,0
2,32,male,German,4,staff,yes-glasses,,55,difficult,visual,0,med,31/31084,0,25,30,25,35,45,35,2651,0,0
2,32,male,German,4,staff,yes-glasses,,22,easy,visual,0,med,31/31740,0,35,25,40,35,30,30,29444,1,0
2,32,male,German,4,staff,yes-glasses,,22,easy,visual,0,sml,32/32475,0,35,25,40,35,30,30,1920,0,0
2,32,male,German,4,staff,yes-glasses,,22,easy,visual,0,lrg,32/32466,0,35,25,40,35,30,30,2280,0,0
2,32,male,German,4,staff,yes-glasses,,22,easy,visual,1,sml,31/31803,0,35,25,40,35,30,30,3135,0,0
2,32,male,German,4,staff,yes-glasses,,22,easy,visual,1,med,31/31782,2,35,25,40,35,30,30,2726,0,0
2,32,male,German,4,staff,yes-glasses,,22,easy,visual,1,lrg,31/31719,2,35,25,40,35,30,30,2672,0,0
2,32,male,German,4,staff,yes-glasses,,6,medium_hard,medium_visual,0,lrg,18/18852,0,35,35,30,40,45,30,8796,1,0
2,32,male,German,4,staff,yes-glasses,,6,medium_hard,medium_visual,0,med,32/32184,0,35,35,30,40,45,30,2125,0,0
2,32,male,German,4,staff,yes-glasses,,6,medium_hard,medium_visual,1,sml,37/37718,2,35,35,30,40,45,30,1963,0,0
2,32,male,German,4,staff,yes-glasses,,6,medium_hard,medium_visual,1,med,37/37569,2,35,35,30,40,45,30,5140,0,0
2,32,male,German,4,staff,yes-glasses,,6,medium_hard,medium_visual,0,sml,Feb-19,0,35,35,30,40,45,30,2066,0,0
2,32,male,German,4,staff,yes-glasses,,6,medium_hard,medium_visual,1,lrg,37/37667,2,35,35,30,40,45,30,1887,0,0
2,32,male,German,4,staff,yes-glasses,,51,difficult,medium_visual,1,lrg,19/19743,2,40,30,20,50,35,55,10421,1,0
2,32,male,German,4,staff,yes-glasses,,51,difficult,medium_visual,0,sml,12/12774,0,40,30,20,50,35,55,2036,0,0
2,32,male,German,4,staff,yes-glasses,,51,difficult,medium_visual,0,lrg,16/16947,0,40,30,20,50,35,55,1717,0,0
2,32,male,German,4,staff,yes-glasses,,51,difficult,medium_visual,1,sml,22/22343,0,40,30,20,50,35,55,5849,0,0
2,32,male,German,4,staff,yes-glasses,,51,difficult,medium_visual,1,med,19/19728,2,40,30,20,50,35,55,2080,0,0
2,32,male,German,4,staff,yes-glasses,,51,difficult,medium_visual,0,med,15/15729,0,40,30,20,50,35,55,1799,0,0
2,32,male,German,4,staff,yes-glasses,,57,easy,semantic,1,sml,32/32624,2,35,30,35,70,35,35,11196,1,0
2,32,male,German,4,staff,yes-glasses,,57,easy,semantic,0,sml,31/31397,0,35,30,35,70,35,35,1921,0,0
2,32,male,German,4,staff,yes-glasses,,57,easy,semantic,1,med,38/38873,2,35,30,35,70,35,35,3456,0,0
2,32,male,German,4,staff,yes-glasses,,57,easy,semantic,1,lrg,38/38872,0,35,30,35,70,35,35,3109,0,0
2,32,male,German,4,staff,yes-glasses,,57,easy,semantic,0,med,30/30213,0,35,30,35,70,35,35,1813,0,0
2,32,male,German,4,staff,yes-glasses,,57,easy,semantic,0,lrg,13/13561,0,35,30,35,70,35,35,2247,0,0
2,32,male,German,4,staff,yes-glasses,,16,medium_hard,semantic,0,sml,00/28,0,70,30,25,55,75,35,5271,1,0
2,32,male,German,4,staff,yes-glasses,,16,medium_hard,semantic,1,med,38/38263,0,70,30,25,55,75,35,8876,0,0
2,32,male,German,4,staff,yes-glasses,,16,medium_hard,semantic,0,lrg,18/18174,0,70,30,25,55,75,35,2368,0,0
2,32,male,German,4,staff,yes-glasses,,16,medium_hard,semantic,1,lrg,38/38041,2,70,30,25,55,75,35,2318,0,0
2,32,male,German,4,staff,yes-glasses,,16,medium_hard,semantic,1,sml,38/38150,2,70,30,25,55,75,35,3684,0,0
2,32,male,German,4,staff,yes-glasses,,16,medium_hard,semantic,0,med,38/38763,0,70,30,25,55,75,35,2096,0,0
2,32,male,German,4,staff,yes-glasses,,40,very_difficult,semantic,0,med,32/32049,0,25,45,35,50,35,55,6236,1,0
2,32,male,German,4,staff,yes-glasses,,40,very_difficult,semantic,0,sml,40/40415,0,25,45,35,50,35,55,2676,0,0
2,32,male,German,4,staff,yes-glasses,,40,very_difficult,semantic,1,sml,24/24739,2,25,45,35,50,35,55,2783,0,0
2,32,male,German,4,staff,yes-glasses,,40,very_difficult,semantic,1,med,Feb-23,2,25,45,35,50,35,55,2223,0,0
2,32,male,German,4,staff,yes-glasses,,40,very_difficult,semantic,1,lrg,37/37896,2,25,45,35,50,35,55,2647,0,0
2,32,male,German,4,staff,yes-glasses,,40,very_difficult,semantic,0,lrg,19/19174,0,25,45,35,50,35,55,2184,0,0
2,32,male,German,4,staff,yes-glasses,,39,very_difficult,medium_visual,0,med,Sep-39,0,30,15,30,45,50,30,5260,1,0
2,32,male,German,4,staff,yes-glasses,,39,very_difficult,medium_visual,1,sml,23/23031,2,30,15,30,45,50,30,3008,0,0
2,32,male,German,4,staff,yes-glasses,,39,very_difficult,medium_visual,1,med,23/23397,2,30,15,30,45,50,30,6001,0,0
2,32,male,German,4,staff,yes-glasses,,39,very_difficult,medium_visual,0,sml,10/10638,0,30,15,30,45,50,30,2252,0,0
2,32,male,German,4,staff,yes-glasses,,39,very_difficult,medium_visual,1,lrg,Sep-53,0,30,15,30,45,50,30,2687,0,0
2,32,male,German,4,staff,yes-glasses,,39,very_difficult,medium_visual,0,lrg,Jun-10,0,30,15,30,45,50,30,2106,0,0
2,32,male,German,4,staff,yes-glasses,,52,difficult,semantic,1,sml,32/32151,0,35,15,35,65,50,45,5938,1,0
2,32,male,German,4,staff,yes-glasses,,52,difficult,semantic,0,sml,40/40554,0,35,15,35,65,50,45,1643,0,0
2,32,male,German,4,staff,yes-glasses,,52,difficult,semantic,1,lrg,31/31538,2,35,15,35,65,50,45,2174,0,0
2,32,male,German,4,staff,yes-glasses,,52,difficult,semantic,0,lrg,10/10378,0,35,15,35,65,50,45,2261,0,0
2,32,male,German,4,staff,yes-glasses,,52,difficult,semantic,0,med,Sep-77,0,35,15,35,65,50,45,2057,0,0
2,32,male,German,4,staff,yes-glasses,,52,difficult,semantic,1,med,32/32351,2,35,15,35,65,50,45,3817,0,0
2,32,male,German,4,staff,yes-glasses,,15,medium_hard,visual,0,med,27/27164,0,30,35,25,70,45,50,5748,1,0
2,32,male,German,4,staff,yes-glasses,,15,medium_hard,visual,1,sml,Apr-12,2,30,35,25,70,45,50,2499,0,0
2,32,male,German,4,staff,yes-glasses,,15,medium_hard,visual,0,sml,01/1876,0,30,35,25,70,45,50,1692,0,0
2,32,male,German,4,staff,yes-glasses,,15,medium_hard,visual,0,lrg,Apr-89,0,30,35,25,70,45,50,2718,0,0
2,32,male,German,4,staff,yes-glasses,,15,medium_hard,visual,1,lrg,19/19031,2,30,35,25,70,45,50,2348,0,0
2,32,male,German,4,staff,yes-glasses,,15,medium_hard,visual,1,med,11/11957,2,30,35,25,70,45,50,2186,0,0
3,53,male,British,5,staff,yes-glasses,,25,medium_hard,medium_visual,0,lrg,Sep-81,0,50,15,55,90,35,15,8335,1,0
3,53,male,British,5,staff,yes-glasses,,25,medium_hard,medium_visual,0,med,37/37094,0,50,15,55,90,35,15,5317,0,0
3,53,male,British,5,staff,yes-glasses,,25,medium_hard,medium_visual,1,med,37/37878,2,50,15,55,90,35,15,3475,0,0
3,53,male,British,5,staff,yes-glasses,,25,medium_hard,medium_visual,1,lrg,30/30259,2,50,15,55,90,35,15,3126,0,0
3,53,male,British,5,staff,yes-glasses,,25,medium_hard,medium_visual,1,sml,30/30260,2,50,15,55,90,35,15,3748,0,0
3,53,male,British,5,staff,yes-glasses,,25,medium_hard,medium_visual,0,sml,Aug-64,0,50,15,55,90,35,15,5267,0,0
3,53,male,British,5,staff,yes-glasses,,57,easy,semantic,0,med,39/39653,0,35,15,15,90,15,15,12388,1,0
3,53,male,British,5,staff,yes-glasses,,57,easy,semantic,0,sml,31/31071,0,35,15,15,90,15,15,3401,0,0
3,53,male,British,5,staff,yes-glasses,,57,easy,semantic,1,sml,32/32627,2,35,15,15,90,15,15,2326,0,0
3,53,male,British,5,staff,yes-glasses,,57,easy,semantic,1,lrg,32/32634,0,35,15,15,90,15,15,3974,0,0
3,53,male,British,5,staff,yes-glasses,,57,easy,semantic,1,med,38/38872,0,35,15,15,90,15,15,5522,0,0
3,53,male,British,5,staff,yes-glasses,,57,easy,semantic,0,lrg,18/18681,0,35,15,15,90,15,15,4787,0,0
3,53,male,British,5,staff,yes-glasses,,39,very_difficult,medium_visual,0,lrg,13/13047,0,15,15,15,95,15,15,8819,1,0
3,53,male,British,5,staff,yes-glasses,,39,very_difficult,medium_visual,0,sml,27/27425,0,15,15,15,95,15,15,2763,0,0
3,53,male,British,5,staff,yes-glasses,,39,very_difficult,medium_visual,1,lrg,35/35835,2,15,15,15,95,15,15,2983,0,0
3,53,male,British,5,staff,yes-glasses,,39,very_difficult,medium_visual,1,med,37/37898,0,15,15,15,95,15,15,5536,0,0
