USER,AGE,GENDER,COUNTRY,ENGLISH,EDUCATION,GLASSES,DODGYEYES,TOPIC,DIFF,VIS,mental,physical,temp,perf,effort,frust,IMAGE,TREL,SIZE,urel,time,viewdoc,viewtopic
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,10,medium_hard,semantic,100,35,50,75,100,60,13/13549,0,lrg,1,2290,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,57,easy,semantic,45,5,5,100,60,5,12/12761,0,sml,0,2329,1,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,57,easy,semantic,45,5,5,100,60,5,10/10922,0,lrg,0,2497,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,57,easy,semantic,45,5,5,100,60,5,Mar-05,0,med,0,2598,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,57,easy,semantic,45,5,5,100,60,5,38/38870,1,med,1,1771,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,57,easy,semantic,45,5,5,100,60,5,38/38871,1,sml,0,2365,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,57,easy,semantic,45,5,5,100,60,5,38/38873,1,lrg,1,2334,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,49,difficult,medium_visual,50,5,5,100,50,5,31/31197,0,sml,0,2291,1,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,49,difficult,medium_visual,50,5,5,100,50,5,40/40216,1,med,1,2279,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,49,difficult,medium_visual,50,5,5,100,50,5,20/20090,0,lrg,0,2622,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,49,difficult,medium_visual,50,5,5,100,50,5,May-00,0,med,0,2966,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,49,difficult,medium_visual,50,5,5,100,50,5,40/40194,1,sml,1,2473,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,49,difficult,medium_visual,50,5,5,100,50,5,40/40665,1,lrg,1,2697,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,17,easy,medium_visual,50,5,5,100,100,5,35/35717,0,med,0,2807,1,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,17,easy,medium_visual,50,5,5,100,100,5,19/19317,1,sml,1,1774,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,17,easy,medium_visual,50,5,5,100,100,5,10/10639,1,med,1,1783,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,17,easy,medium_visual,50,5,5,100,100,5,Mar-70,1,lrg,1,2899,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,17,easy,medium_visual,50,5,5,100,100,5,Jul-54,0,lrg,0,2172,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,17,easy,medium_visual,50,5,5,100,100,5,10/10619,0,sml,0,2548,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,2,difficult,semantic,50,5,5,100,75,5,23/23315,0,lrg,0,7133,1,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,2,difficult,semantic,50,5,5,100,75,5,37/37368,1,lrg,1,2927,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,2,difficult,semantic,50,5,5,100,75,5,22/22194,0,sml,0,2622,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,2,difficult,semantic,50,5,5,100,75,5,21/21020,0,med,0,2650,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,2,difficult,semantic,50,5,5,100,75,5,37/37191,1,sml,1,2480,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,2,difficult,semantic,50,5,5,100,75,5,37/37353,1,med,1,3127,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,39,very_difficult,medium_visual,100,50,50,75,100,55,20/20262,1,lrg,1,3542,1,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,39,very_difficult,medium_visual,100,50,50,75,100,55,11/11108,0,lrg,0,2870,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,39,very_difficult,medium_visual,100,50,50,75,100,55,32/32470,0,med,0,2604,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,39,very_difficult,medium_visual,100,50,50,75,100,55,11/11300,1,sml,1,2862,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,39,very_difficult,medium_visual,100,50,50,75,100,55,39/39212,0,sml,0,2567,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,39,very_difficult,medium_visual,100,50,50,75,100,55,15/15970,1,med,1,4828,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,22,easy,visual,55,5,10,95,70,5,40/40226,0,med,0,3027,1,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,22,easy,visual,55,5,10,95,70,5,31/31724,1,lrg,1,2845,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,22,easy,visual,55,5,10,95,70,5,31/31738,1,med,1,2439,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,22,easy,visual,55,5,10,95,70,5,31/31032,0,sml,0,2330,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,22,easy,visual,55,5,10,95,70,5,32/32078,1,sml,1,3189,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,22,easy,visual,55,5,10,95,70,5,22/22576,0,lrg,0,3594,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,11,medium_hard,visual,40,5,5,95,80,5,37/37293,1,med,1,2512,1,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,11,medium_hard,visual,40,5,5,95,80,5,25/25967,0,med,0,2845,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,11,medium_hard,visual,40,5,5,95,80,5,23/23872,0,lrg,0,2983,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,11,medium_hard,visual,40,5,5,95,80,5,36/36031,0,sml,0,2536,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,11,medium_hard,visual,40,5,5,95,80,5,37/37305,1,sml,1,2403,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,11,medium_hard,visual,40,5,5,95,80,5,37/37244,1,lrg,1,3011,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,55,difficult,visual,50,5,5,95,15,5,12/12349,0,med,0,2646,1,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,55,difficult,visual,50,5,5,95,15,5,Aug-62,0,sml,0,3337,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,55,difficult,visual,50,5,5,95,15,5,Aug-52,1,lrg,1,2608,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,55,difficult,visual,50,5,5,95,15,5,Feb-67,0,lrg,0,3612,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,55,difficult,visual,50,5,5,95,15,5,Sep-63,1,med,1,2168,0,0
5509bed436603,26,male,Portuguese,4,ug,no-glasses,,55,difficult,visual,50,5,5,95,15,5,10/10295,1,sml,1,3864,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,6,medium_hard,medium_visual,30,20,30,40,50,20,37/37577,0,lrg,1,17201,2,1
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,6,medium_hard,medium_visual,30,20,30,40,50,20,37/37668,1,med,1,3801,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,6,medium_hard,medium_visual,30,20,30,40,50,20,37/37515,1,sml,1,3005,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,6,medium_hard,medium_visual,30,20,30,40,50,20,Jul-75,0,med,0,9128,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,6,medium_hard,medium_visual,30,20,30,40,50,20,26/26925,0,sml,0,5732,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,6,medium_hard,medium_visual,30,20,30,40,50,20,37/37722,1,lrg,1,2552,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,11,medium_hard,visual,30,25,35,30,30,25,37/37309,1,med,0,7750,1,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,11,medium_hard,visual,30,25,35,30,30,25,37/37228,1,lrg,0,2786,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,11,medium_hard,visual,30,25,35,30,30,25,32/32325,0,med,0,2533,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,11,medium_hard,visual,30,25,35,30,30,25,37/37149,0,lrg,0,6224,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,11,medium_hard,visual,30,25,35,30,30,25,22/22890,0,sml,0,2308,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,11,medium_hard,visual,30,25,35,30,30,25,37/37337,1,sml,0,2305,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,55,difficult,visual,25,30,25,25,25,30,13/13326,0,sml,0,2751,1,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,55,difficult,visual,25,30,25,25,25,30,23/23209,0,lrg,1,3067,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,55,difficult,visual,25,30,25,25,25,30,Jul-86,1,lrg,1,2334,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,55,difficult,visual,25,30,25,25,25,30,18/18182,0,med,0,2026,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,55,difficult,visual,25,30,25,25,25,30,Jul-47,1,sml,0,1932,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,55,difficult,visual,25,30,25,25,25,30,Jul-20,1,med,1,1950,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,17,easy,medium_visual,40,35,35,40,40,35,17/17550,1,sml,1,3600,1,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,17,easy,medium_visual,40,35,35,40,40,35,Mar-95,1,lrg,1,2001,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,17,easy,medium_visual,40,35,35,40,40,35,39/39447,1,med,1,1868,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,17,easy,medium_visual,40,35,35,40,40,35,38/38005,0,med,0,3019,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,17,easy,medium_visual,40,35,35,40,40,35,18/18490,0,sml,0,2133,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,17,easy,medium_visual,40,35,35,40,40,35,26/26174,0,lrg,0,2210,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,30,medium_hard,semantic,40,35,35,40,35,35,22/22485,1,med,1,2636,1,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,30,medium_hard,semantic,40,35,35,40,35,35,Sep-59,0,lrg,0,2330,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,30,medium_hard,semantic,40,35,35,40,35,35,20/20074,1,sml,1,2225,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,30,medium_hard,semantic,40,35,35,40,35,35,20/20102,1,lrg,1,3130,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,30,medium_hard,semantic,40,35,35,40,35,35,Aug-88,0,med,0,2489,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,30,medium_hard,semantic,40,35,35,40,35,35,39/39500,0,sml,0,2349,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,39,very_difficult,medium_visual,40,35,40,40,35,35,12/12514,0,med,0,2169,1,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,39,very_difficult,medium_visual,40,35,40,40,35,35,37/37870,0,lrg,0,2996,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,39,very_difficult,medium_visual,40,35,40,40,35,35,20/20189,1,lrg,1,3059,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,39,very_difficult,medium_visual,40,35,40,40,35,35,11/11338,1,med,1,1840,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,39,very_difficult,medium_visual,40,35,40,40,35,35,Aug-31,0,sml,0,2155,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,39,very_difficult,medium_visual,40,35,40,40,35,35,10/10602,1,sml,0,1720,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,49,difficult,medium_visual,40,35,35,40,35,40,40/40187,1,sml,1,2315,1,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,49,difficult,medium_visual,40,35,35,40,35,40,40/40189,1,med,1,1906,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,49,difficult,medium_visual,40,35,35,40,35,40,Jun-12,0,lrg,0,2556,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,49,difficult,medium_visual,40,35,35,40,35,40,40/40659,1,lrg,1,2230,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,49,difficult,medium_visual,40,35,35,40,35,40,39/39198,0,med,0,6282,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,49,difficult,medium_visual,40,35,35,40,35,40,Feb-95,0,sml,0,2426,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,4,very_difficult,semantic,35,35,35,40,35,25,25/25364,0,sml,0,2997,1,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,4,very_difficult,semantic,35,35,35,40,35,25,19/19414,0,med,1,2184,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,4,very_difficult,semantic,35,35,35,40,35,25,10/10721,0,lrg,0,2762,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,4,very_difficult,semantic,35,35,35,40,35,25,22/22509,1,lrg,1,2389,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,4,very_difficult,semantic,35,35,35,40,35,25,21/21743,1,sml,1,1752,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,4,very_difficult,semantic,35,35,35,40,35,25,22/22465,1,med,1,1948,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,46,difficult,semantic,35,35,35,40,40,35,31/31328,1,med,1,3334,1,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,46,difficult,semantic,35,35,35,40,40,35,35/35763,1,lrg,1,2264,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,46,difficult,semantic,35,35,35,40,40,35,19/19027,0,lrg,0,2111,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,46,difficult,semantic,35,35,35,40,40,35,30/30340,1,sml,0,8912,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,46,difficult,semantic,35,35,35,40,40,35,Aug-21,0,med,1,4000,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,46,difficult,semantic,35,35,35,40,40,35,11/11446,0,sml,0,2983,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,22,easy,visual,35,40,35,35,40,30,32/32078,1,med,1,2100,1,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,22,easy,visual,35,40,35,35,40,30,31/31819,1,sml,1,1608,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,22,easy,visual,35,40,35,35,40,30,May-33,0,med,0,2069,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,22,easy,visual,35,40,35,35,40,30,40/40572,1,lrg,1,1948,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,22,easy,visual,35,40,35,35,40,30,Mar-95,0,lrg,0,2925,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,22,easy,visual,35,40,35,35,40,30,13/13936,0,sml,0,2309,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,57,easy,semantic,25,30,30,25,25,10,32/32624,1,sml,1,1980,1,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,57,easy,semantic,25,30,30,25,25,10,10/10793,0,sml,0,1969,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,57,easy,semantic,25,30,30,25,25,10,32/32628,1,med,0,1821,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,57,easy,semantic,25,30,30,25,25,10,38/38871,1,lrg,0,3570,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,57,easy,semantic,25,30,30,25,25,10,39/39886,0,med,0,2315,0,0
5509bed5e2587,38,male,Romanian,3,staff,no-glasses,,57,easy,semantic,25,30,30,25,25,10,30/30784,0,lrg,0,2272,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,11,medium_hard,visual,55,55,55,60,55,55,37/37393,1,med,1,6671,1,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,11,medium_hard,visual,55,55,55,60,55,55,37/37799,0,lrg,0,3204,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,11,medium_hard,visual,55,55,55,60,55,55,31/31572,0,sml,0,5012,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,11,medium_hard,visual,55,55,55,60,55,55,37/37359,1,lrg,1,4630,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,11,medium_hard,visual,55,55,55,60,55,55,37/37312,1,sml,1,3730,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,11,medium_hard,visual,55,55,55,60,55,55,Jun-09,0,med,0,3071,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,18,difficult,medium_visual,50,55,50,55,50,50,37/37406,1,sml,0,2723,1,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,18,difficult,medium_visual,50,55,50,55,50,50,37/37357,1,lrg,0,4998,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,18,difficult,medium_visual,50,55,50,55,50,50,35/35812,1,med,1,2207,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,18,difficult,medium_visual,50,55,50,55,50,50,30/30176,0,med,0,5201,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,18,difficult,medium_visual,50,55,50,55,50,50,Mar-69,0,sml,0,15017,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,18,difficult,medium_visual,50,55,50,55,50,50,31/31822,0,lrg,1,3986,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,9,very_difficult,semantic,55,55,55,55,55,55,11/11299,0,sml,0,2929,1,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,9,very_difficult,semantic,55,55,55,55,55,55,Apr-01,0,lrg,1,2653,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,9,very_difficult,semantic,55,55,55,55,55,55,25/25490,0,med,0,3247,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,9,very_difficult,semantic,55,55,55,55,55,55,Jun-93,1,lrg,1,5442,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,9,very_difficult,semantic,55,55,55,55,55,55,25/25235,1,med,1,3017,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,9,very_difficult,semantic,55,55,55,55,55,55,01/1271,1,sml,0,7031,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,22,easy,visual,50,55,50,50,50,50,31/31797,1,lrg,1,1926,1,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,22,easy,visual,50,55,50,50,50,50,38/38677,0,lrg,0,3306,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,22,easy,visual,50,55,50,50,50,50,Jun-26,0,sml,0,2943,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,22,easy,visual,50,55,50,50,50,50,Feb-46,0,med,0,2436,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,22,easy,visual,50,55,50,50,50,50,31/31712,1,sml,1,2486,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,22,easy,visual,50,55,50,50,50,50,31/31805,1,med,1,2258,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,55,difficult,visual,50,55,55,55,55,55,Jun-07,0,sml,0,1586,1,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,55,difficult,visual,50,55,55,55,55,55,10/10295,1,med,1,2442,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,55,difficult,visual,50,55,55,55,55,55,May-74,1,lrg,1,2296,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,55,difficult,visual,50,55,55,55,55,55,23/23533,1,sml,1,2738,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,55,difficult,visual,50,55,55,55,55,55,Jul-97,0,med,0,2406,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,55,difficult,visual,50,55,55,55,55,55,Jul-13,0,lrg,0,3425,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,57,easy,semantic,50,50,50,55,50,55,39/39746,0,med,0,2183,1,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,57,easy,semantic,50,50,50,55,50,55,32/32624,1,med,1,2265,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,57,easy,semantic,50,50,50,55,50,55,16/16680,0,lrg,0,2747,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,57,easy,semantic,50,50,50,55,50,55,31/31431,0,sml,0,3350,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,57,easy,semantic,50,50,50,55,50,55,38/38876,1,sml,0,2228,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,57,easy,semantic,50,50,50,55,50,55,32/32627,1,lrg,1,3432,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,39,very_difficult,medium_visual,55,50,55,55,55,55,16/16219,0,lrg,0,3344,1,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,39,very_difficult,medium_visual,55,50,55,55,55,55,10/10458,1,sml,1,2586,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,39,very_difficult,medium_visual,55,50,55,55,55,55,17/17123,0,sml,0,2544,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,39,very_difficult,medium_visual,55,50,55,55,55,55,21/21515,1,med,0,4798,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,39,very_difficult,medium_visual,55,50,55,55,55,55,Jul-66,0,med,0,3247,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,39,very_difficult,medium_visual,55,50,55,55,55,55,Aug-57,1,lrg,1,4633,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,58,medium_hard,medium_visual,50,50,50,55,55,50,Jul-05,0,lrg,0,2165,1,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,58,medium_hard,medium_visual,50,50,50,55,55,50,14/14986,0,med,0,2961,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,58,medium_hard,medium_visual,50,50,50,55,55,50,Aug-16,1,sml,1,3750,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,58,medium_hard,medium_visual,50,50,50,55,55,50,Mar-04,0,sml,0,2577,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,58,medium_hard,medium_visual,50,50,50,55,55,50,Jun-96,1,lrg,0,5038,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,58,medium_hard,medium_visual,50,50,50,55,55,50,31/31219,1,med,0,3081,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,54,difficult,semantic,55,55,55,65,75,55,22/22704,0,med,0,3374,1,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,54,difficult,semantic,55,55,55,65,75,55,39/39719,1,lrg,1,3186,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,54,difficult,semantic,55,55,55,65,75,55,37/37103,0,lrg,0,3707,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,54,difficult,semantic,55,55,55,65,75,55,35/35621,1,sml,1,2529,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,54,difficult,semantic,55,55,55,65,75,55,36/36023,1,med,0,2695,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,54,difficult,semantic,55,55,55,65,75,55,Feb-85,0,sml,0,3107,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,17,easy,medium_visual,55,55,55,65,60,55,19/19317,1,sml,1,2030,1,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,17,easy,medium_visual,55,55,55,65,60,55,Aug-78,0,lrg,0,8508,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,17,easy,medium_visual,55,55,55,65,60,55,11/11947,0,sml,0,4201,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,17,easy,medium_visual,55,55,55,65,60,55,33/33464,1,lrg,1,5006,0,0
5509beda16b72,23,male,pakistan,4,ug,no-glasses,no,17,easy,medium_visual,55,55,55,65,60,55,33/33457,1,med,1,3045,0,0
